keyword,ranking,video_id,date_video_published(UTC),video_title,video_description,video_thumbnail,video_default_audio_language,video_status,video_duration(s),video_licenced_content,video_tag,video_view_count,video_like_count,video_favorite_count,video_comment_count,is_video_for_kids,video_topic_id,video_topic,video_start_time(UTC),video_end_time(UTC),video_scheduled_time(UTC),channel_title,date_channel_create(UTC),channel_country,channel_all_video_upload_playlist_id,channel_url,channel_owner_url,channel_description,channel_custom_id,channel_tag,is_channel_Family_safe,is_channel_hiden_sub,channel_topic,channel_view_count,channel_video_count,channel_subs_count,is_vtuber,channel_id
debut stream vtuber,8,X6WvvvQBfjw,2022-07-10 13:36:14+00:00,Re-debut si vtuber facebook ke youtube,Hai ! aku mikaasuma (づ￣ ³￣)づ aku vtuber ID yang stream nya di facebook. mampir yaaa ke facebook page gaming creator aku ...,"0    https://i.ytimg.com/vi/X6WvvvQBfjw/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,5571,0,"Mikaasuma,valorant,apex legends,vtuber",31956,4121,0,74,0,24,,2022-07-10 11:58:03+00:00,,2022-07-10 12:00:00+00:00,Mikaasuma,2011-10-08 03:14:17+00:00,ID,UU1WK3zOorRb2m2GkUgz30SQ,https://www.youtube.com/channel/UC1WK3zOorRb2m2GkUgz30SQ,http://www.youtube.com/@Mikaasuma,"Cooking Vtuber 𓂃 ࣪ ִֶָ. ⸜(｡˃ ᵕ ˂ )⸝‧₊˚

",mikaasuma,"vtuber,vtuberID,facebook,game,valorant,apex,mikaasuma,streamer facebook,vtuber facebook,funny momment,horror,luthfi halimawan",1,0,"Lifestyle (sociology),Role playing video game,Food,Video game culture,Action game",1939649,726,52900,TRUE,UC1WK3zOorRb2m2GkUgz30SQ
debut stream vtuber,5,v4laKVLSddY,2022-07-27 15:16:29+00:00,Habis debut langsung ke OYO! yxg kuy?『 VTUBER INDONESIA 』,"Hi Master! I'm Divya Peashy your personal computer. Let's get ready, booting up to the screen! Aku Divya Peashy Vtuber PC dari ...","0    https://i.ytimg.com/vi/v4laKVLSddY/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,5925,1,"vtuber,vtuberid,vtuberindonesia,vtuberen,hololive,anime,vtubers,virtualyoutuber,kobo,idvtuber,envtuber,nijisanji,mysta,debutvtuber,vtuberdebut,debut,vtuberpc,divya,divyapeashy,divyaPC,dipipisi,dipi,vtubergenesix,divyagenesix,genesixvtuberagency,genesixvtuber,mythia,mythiabatford,kobokanaeru,streamer,animegirl,jepang,game,wibu,anime2d,vtuberuprissing,di_clip,divylive,divart,dipshitposting,waifu,amv,holoid,clipvtuber,vtuberclip,kureijiollie,ollie,discord,genesix,nft,nftvtuber",2361,320,0,10,0,24,Video game culture,2022-07-27 13:00:33+00:00,,2022-07-27 13:00:00+00:00,Divya Peashy 【GENESIX】,2022-04-15 09:35:46.545602+00:00,ID,UURskJM16xY2-mpDUozyBncQ,https://www.youtube.com/channel/UCRskJM16xY2-mpDUozyBncQ,http://www.youtube.com/@DivyaPeashy,"Halo Master! Perkenalkan, namaku Divya Peashy. Iya Peashy, karena Divy adalah sebuah Personal Computer atau biasa disebut PC. Gimana? Pengucapannya sama kan! Nah Master bisa panggil aku Divya, Divy, atau Peashy juga boleh~
Divy adalah Personal Computer yang diperbaiki sehingga menjadi Personal Computer yang dapat berinteraksi lebih dengan Master dan menemani hari-hari Master!

Oiya! Master juga bisa lihat kan ada apa di rambut divy? Ya! Ada VGA di rambut Divy, lucu kan~ Master baik-baik ya sama Divy, soalnya nanti bisa overheat kalo Divy marah.
",divyapeashy,"vtuber,vtuberid,vtuberindonesia,vtuber,vtuberen,hololive,anime,vtubers,virtualyoutuber,kobo,divya,divyapeashy,dipipisi,dipi,divyaPC,vtuberpc,vtubergenesix,divyagenesix,mythia,mythiabatford,divyapeashy,genesixvtuberagency,kobokanaeru,streamer,anime,jepang,game",1,0,Video game culture,1056594,460,26600,TRUE,UCRskJM16xY2-mpDUozyBncQ
debut stream vtuber,5,saFsA_QagTQ,2022-07-31 03:55:00+00:00,[ 1 Year Anniversary ] Stream kedua setelah nonton debut.,"umm, hai? Support me~ 【Trakteer Siel Jamu】 https://trakteer.id/siel !! Rules !! 1. Dimohon untuk tidak berkata kasar / toxic 2.","0    https://i.ytimg.com/vi/saFsA_QagTQ/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,6346,0,"VtuberID,Virtual Youtuber Indonesia",144,29,0,0,0,24,Video game culture,2022-07-30 14:02:22+00:00,,2022-07-30 14:00:00+00:00,Senliana Siel Ch. [ PUSTAKA ],2021-04-30 15:59:22.847400+00:00,ID,UUMvrKcrj-qHREOqTj4FQa9Q,https://www.youtube.com/channel/UCMvrKcrj-qHREOqTj4FQa9Q,http://www.youtube.com/@SenlianaSiel,"Umm, I'm Senliana Siel~
Nice to meet you~

【Senliana Siel Ch.】

【Subscribe YouTube Senliana Siel Ch.】
https://www.youtube.com/channel/UCMvrKcrj-qHREOqTj4FQa9Q

【Facebook Senliana Siel】
https://web.facebook.com/siel.senliana/

【Follow Twitter Senliana Siel】
https://twitter.com/Senlianasiel

【Trakteer Siel Buku】
https://trakteer.id/siel

---------------------------------------------------

【Hashtag】

General : #SenlianaSiel

-----------------------------------------------------
",senlianasiel,"Vtuber ID,Indonesia,Vtuber",1,0,"Role playing video game,Video game culture,Action game",2060081,1280,23900,TRUE,UCMvrKcrj-qHREOqTj4FQa9Q
debut stream vtuber,2,EhprFgkhaEo,2022-08-19 01:51:48+00:00,【DEBUT STREAM】 Vtuber Masa Depan ^^ ! Souma Mizumoto #vtuber #vtuberid  #vtuberdebut,"Support me: ◊ Trakteer: https://trakteer.id/soumamizumoto ◊ Saweria: https://saweria.co/soumamizumot0 Hai semuanya, Saya ...","0    https://i.ytimg.com/vi/EhprFgkhaEo/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,4468,0,"vtuber indonesia,vtuber debut,debut vtuber,vtuber baru,perkenalan vtuber,self introduction vtuber,vtuber self intro,vtuber indie,vtuber jepang,vtuber masa depan,vtuber live,vtuber debut live,debut stream,souma mizumoto,andi adinata,MitsuMeru Ch.,Kevin Vangadro,alia adelia,Nakatoshi Angga,Curut Bengak,Hatatsu はたつ,Vtuber english,hololive,mahapanca,Reality,Kazuhiko AL Ch.【InfiMyth】,Kapten Yuta,Kapten Creez,HarzKun VtuberID,Yuki Asame",120,14,0,1,0,20,,2022-08-18 12:32:07+00:00,,2022-08-18 12:30:00+00:00,Souma Mizumoto,2022-07-17 16:05:16.742403+00:00,ID,UUWQCcHS9KDCH20nHhq--nrQ,https://www.youtube.com/channel/UCWQCcHS9KDCH20nHhq--nrQ,http://www.youtube.com/@soumamizumoto,"Hi everybody,
I'm Souma Mizumoto, I'm a virtual youtuber from Indonesia.
Nice to meet you

Follow my :
◊ Instagram
https://www.intagram.com/souma_mizumoto

◊Bussines
smizumotodc@gmail.com

-------------------------------------------------------------------------------------------------
",soumamizumoto,"Vtuber,Giftuber,Vtuber Indonesia,Souta Izumi,Intro Vtuber,Perkenalan Vtuber,Vtuber baru,Streamer,Main Game,Freetalk,Mabar,Souma Kazuya,Mizumoto,Vtuber live,vtuber boy,Vtuber cowok,Vtuber clip,Maha5,MahaPanca,Ninjisanji ID,Hololive ID,Agensi Vtuber,RRQ Vtuber,Maha5 Vtuber,Vtuber Debut,Debut Stream,Souma Mizumoto,Mizumoto,Indonesia Vtuber,vtuber indonesia,kazuhiko al ch.",1,0,"Action game,Action adventure game,Role playing video game,Video game culture",795,15,27,TRUE,UCWQCcHS9KDCH20nHhq--nrQ
debut stream vtuber,1,TOw0RDsNX4g,2022-08-20 18:31:52+00:00,【FREE TALK】first post-debut stream on yt! / Amarynn 🕊️✨ #RynnTime,"I got a lot of love and appreciation from my debut, thank you so much!! Let's talk about it on this stream? only the good things tho ...","0    https://i.ytimg.com/vi/TOw0RDsNX4g/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,15543,1,,2301,258,0,6,0,24,Video game culture,2022-08-20 13:59:58+00:00,,2022-08-20 14:00:00+00:00,Amarynn【AKA Virtual】,2022-04-13 08:00:02.678126+00:00,ID,UU5V04t-yK32p0ljhSIUwgOg,https://www.youtube.com/channel/UC5V04t-yK32p0ljhSIUwgOg,http://www.youtube.com/@Amarynn_,"∗ ☆ ༝ ° .* ･ ₊ ⊹ ˚ ⇢ ✧ ⇠ ˚ ⊹ ₊ ･ . ° ༝ ☆ ∗
Hi! Amarynn your friendly angeL here :)

Fell from the sky and just enjoying my time on Earth
I like streaming, playing games, and music! 
Mostly unscheduled streams on YouTube, kinda forgot I have Twitch, Twitter Space sometimes
Nice to meet you, hope we get along!! :D

Halo, aku Amarynn :D
MaLaikat jatuh dari langit dan sedang bersenang-senang di dunia ini
Aku suka streaming, main game, dan musik!!
Stream seenak jidat di YouTube, kalo inget mungkin di Twitch, kadang Twitter Space
Salam kenal, semoga betah di sini~ :)

༶ ⋆  ༝ • ˚ • ༝  ⋆ ˖ ༺ ∗ 𓇼 ∗ ༻ ˖ ⋆  ༝ • ˚ • ༝  ⋆ ༶
",amarynn_,,1,0,"Role playing video game,Video game culture,Action game",11057264,462,161000,TRUE,UC5V04t-yK32p0ljhSIUwgOg
debut stream vtuber,5,uXUeuCSPTw0,2022-08-22 11:18:09+00:00,MODEL REVEAL? Bocil / Chibi form debut!【 VIP VIRTUAL PLAYERS I VTUBER INDONESIA 】,pertanyaan / question put it here : https://marshmallow-qa.com/rigel_model_09 Trakterr : https://trakteer.id/rigel-ch-29wtn Untuk ...,"0    https://i.ytimg.com/vi/uXUeuCSPTw0/sddefault.jpg
Name: thumbnail_url, dtype: object",en,public,7645,0,"vtuber,virtual youtuber,vtuber indo,vtuberindo,rigel,rigel channel,rigelchannel,virtual youtuber indonesia,vtuber indonesia,vtuber id,virtualyoutuberindonesia,rigel.ch,rigelch,orion,animation,anime boy,anime ikemen,cute boy,ikemen animation,yaoi,バーチャルyoutuber,hololive indonesia,nijisanji,rigel vtuber,hololive id,anime vtuber,vtuber male,virtual,content creator indonesia,streamer indonesia,streamer,vrchat vtuber,windah basudara",138,27,0,1,0,24,Video game culture,2022-08-22 09:02:20+00:00,,2022-08-22 09:01:21+00:00,Rigel The Recorder. CH [ VIP ],2020-06-04 03:56:22.902958+00:00,ID,UUsinqMoLbJ7sZn4oZDi6Pog,https://www.youtube.com/channel/UCsinqMoLbJ7sZn4oZDi6Pog,http://www.youtube.com/@rigeltherecorder,"Virtual Alien That has many ""Forms"" / "" Persona""
Aku galack (#/◣_◢)/
-
🧷 Tag :
-
[]Art : #rigelchart
[]General : #rigelishumanoid 
[]Meme : #rigelcringel


",rigeltherecorder,"vtuberindo,vtuber indo,vtuberindonesia,vtuber indonesia,バーチャルyoutuber,rigel,rigeltherecorder,VTuber,Virtual youtuber Indonesia,FYP,virtual players,vtuber en,virtual youtuber en,vtuber mobile legends,alien vtuber,ikemen vtuber,male vtuber,vtuber anime,streamer indonesia,indonesian vtuber,streamer,content creator indonesia,live stream,livestreamer,livestreamer indonesia,live indonesia,VTuber Indie,Alien VTuber",1,0,"Role playing video game,Music,Action game,Video game culture,Action adventure game",1249882,1201,23600,TRUE,UCsinqMoLbJ7sZn4oZDi6Pog
debut stream vtuber,1,IW7SkyPZcJM,2022-08-28 00:18:25+00:00,[ Debut Stream ] Lets Start To debut xD || Vtuber Indonesia,Trimakasih buat yang udh mau mampir ^^ command absen = Buat absen !pacar = Ntah lah gk tau !discord = Yang Mau Join ...,"0    https://i.ytimg.com/vi/IW7SkyPZcJM/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,3160,1,"gamers,live,indonesia,Live Stream,matsu_ch,Vtuber,VtuberID,Vtuber Indonesia,Debut Stream,First Impresion",1206,83,0,12,0,20,Video game culture,2022-08-27 11:22:53+00:00,,2022-08-27 11:30:00+00:00,HanaeMatsu°,2013-03-01 03:23:30+00:00,ID,UUr0yjTa3dr0zqdd1A7prEsQ,https://www.youtube.com/channel/UCr0yjTa3dr0zqdd1A7prEsQ,http://www.youtube.com/@HanaeMatsu,"A noble boy who keeps the peace from his place of power, from behind the shadow of the shadow

General #Matsu_Ch
Live Stream #MaLive
Art ? #mArt
Clip ? #MaClip
",hanaematsu,"matsu,vtuber,VtuberID,Matsu_ch,MaLive,VtuberLive,Vtuberlive,Vtuber Indonesia,Virtual YouTuber,Anime,Gaming,Live Streaming,Jepang,Moe,Hololive,Nijisanji,Ikemen,Kawaii,Anime Idol,Virtual Reality,Vtuber Leopard,Vtuber,Indonesian Vtuber,Virtual Liver,Animasi,L2d,Genshin Impact,Honkai Star rails,Simp,Simpers,Uke,Boys Love",1,0,"Action game,Strategy video game,Role playing video game,Video game culture,Action adventure game",61583,452,2180,TRUE,UCr0yjTa3dr0zqdd1A7prEsQ
debut stream vtuber,1,67PcxyUbQ0k,2022-09-07 01:17:25+00:00,"Re-debut to the Stage, Again... [Vtuber Indonesia]","Hai Everyone, I am Nanda Ananta and I'm a Virtual Streamer who a NEET person being DJ and Music Production. Thank you for ...","0    None
Name: thumbnail_url, dtype: object",en-US,public,4069,0,"#Vtuber,#VtuberIndonesia,#VtuberIDN",338,26,0,2,0,24,"Action game,Video game culture",2022-09-06 12:03:44+00:00,,2022-09-06 12:00:00+00:00,Nanda Ananta,2020-06-24 07:58:07.619310+00:00,ID,UUgxep5OmhGe4uDyYNPSVOAw,https://www.youtube.com/channel/UCgxep5OmhGe4uDyYNPSVOAw,http://www.youtube.com/@NandaAnanta,"Hai, I am Nanda Ananta. I'm a Virtual Streamer who from a NEET Person being Music Production and DJ and become to Vstreamer.

You can call me Nanda.

Art and Illust:
Riana Edogawa
https://www.youtube.com/channel/UCSlN8Wgq-7MICJ3GXF2WZ2Q

Cherry Eva
https://www.instagram.com/chry.eva/

Harika Rika
https://www.youtube.com/channel/UCCDAPAZ2-5680VSpaTtzhjQ

Rigger:
Xior Ch.
https://www.youtube.com/c/XiorCh

Overlay:
Xior Ch.
https://www.youtube.com/c/XiorCh

Cherry Eva
https://www.instagram.com/chry.eva/
",nandaananta,,1,0,"Action game,Role playing video game,Video game culture,Action adventure game",11676,230,652,TRUE,UCgxep5OmhGe4uDyYNPSVOAw
debut stream vtuber,18,LXtkfPahYIo,2022-09-10 15:38:05+00:00,[DONATHON / S.E.T] Ikujo Palo am yg baru debut @HazumiNezumi   0w0/ [Live] [Zakura Yuki],Halo semuanya 0w0/ sesuai perjanjian dan diskusi dari sobat setrum juga bahwa donathon ini boleh di stop atau pause lalu ...,"0    https://i.ytimg.com/vi/LXtkfPahYIo/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,27921,1,,351,52,0,0,0,20,"Action adventure game,Action game,Role playing video game,Video game culture",2022-09-10 07:16:09+00:00,,2022-09-10 07:15:00+00:00,0w0 Channel,2014-08-17 02:44:13+00:00,ID,UUCk9FYv-B1wTwxYMJwj_E8g,https://www.youtube.com/channel/UCCk9FYv-B1wTwxYMJwj_E8g,http://www.youtube.com/@0w0channel82,Hi! I'm Zakura Yuki! 0w0/ You can call me Yuki or 0w0 I'm a jellyfish 0w0 New EN/ID Vtuber 0w0/,0w0channel82,,1,0,"Action game,Action adventure game,Role playing video game,Video game culture",151514,467,4910,TRUE,UCCk9FYv-B1wTwxYMJwj_E8g
debut stream vtuber,6,CL3Fa8UqIWo,2022-09-13 16:11:29+00:00,VRChat debut lesgoooo! | VRChat,vrchat #vtuber #gaming feel free to add me on CoD : Akahitox31#1116 my socials : instagram.com/akhtdx twitter.com/akhtdx_ DC ...,"0    https://i.ytimg.com/vi/CL3Fa8UqIWo/sddefault.jpg
Name: thumbnail_url, dtype: object",en,public,7729,0,,49,3,0,0,0,20,"Action adventure game,Role playing video game,Video game culture",2022-09-13 13:55:02+00:00,,2022-09-13 13:53:47+00:00,Akahito Ch.,2011-06-18 11:23:45+00:00,ID,UUuyl1rstCFrkyyh6VQ2WW9g,https://www.youtube.com/channel/UCuyl1rstCFrkyyh6VQ2WW9g,http://www.youtube.com/@AkahitoTadayoshi,"i make cinematics, edits, liveries and such. i also play games and sometimes streams it here~


you'll mostly see me making car videos instead of gaming livestreams.


but yeah, livestreaming will be often seen here too!",akahitotadayoshi,"Cinematic,Need For Speed,Forza,Forza Horizon,Gameplay,showcase,FPS Gaming,FPS,First Person Shooter,Drift,Sim Drift,Drifting,Racing,Sim Racing,Simulation,Edits,VFX",1,0,"Action adventure game,Action game,Video game culture,Role playing video game,Racing video game",280582,382,2390,TRUE,UCuyl1rstCFrkyyh6VQ2WW9g
debut stream vtuber,1,QDkPJdVYIyA,2022-10-05 09:06:17+00:00,smolbiken debut stream,Dunia ini hampa... Andai aku bisa satu dunia bersama waifu-waifuku... Support me: https://trakteer.id/BeaconCream/tip ...,"0    https://i.ytimg.com/vi/QDkPJdVYIyA/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,3671,0,,286808,17261,0,1011,0,24,Video game culture,2022-10-05 07:59:53+00:00,,2022-10-05 08:00:00+00:00,smolbiken,2021-06-15 05:47:51.130866+00:00,ID,UUbhQJna70bORiiK7EESUQqA,https://www.youtube.com/channel/UCbhQJna70bORiiK7EESUQqA,http://www.youtube.com/@smolbiken5734,,smolbiken5734,vtuber indonesia,1,0,Video game culture,1076293,4,138000,TRUE,UCbhQJna70bORiiK7EESUQqA
debut stream vtuber,3,vXGmsKBJPG4,2022-10-06 16:00:28+00:00,【 DEBUT STREAM 】More than just debut... WELCOME TO THE SHOW! 【 John Belleric | VTuber Indonesia 】,"Halo temen temen! Kenalin aku John Belleric, seorang Mantan Petarung MMA Profesional yang beralih menjadi VTuber.","0    https://i.ytimg.com/vi/vXGmsKBJPG4/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,7394,0,"VTuber,VTuber Indonesia,Debut VTuber,Debut Stream,Video Intro,Video Introduction,John Belleric,John Belleric Ch.,John Belerick,John Belerick Ch.,VTuber Face Reveal,VTuber Toxic,VTuber Drama,VTuber Hand Reveal,Utaite,VSinger,VStreamer,Bstation,BiliBili,VTuber Doxing,VTuber Doxxing,Andi Adinata,Zen Gunawan,Bonnivier Pranaja,Reynard Blanc,VTuber Intro,VTuber Introduction,VTuber Perkenalan,VTuber Teaser,VTuber PV,VTuber Debut",2146,358,0,26,0,22,,2022-10-06 13:07:45+00:00,,2022-10-06 13:00:00+00:00,John Belleric Ch.,2020-10-14 09:06:41.285319+00:00,ID,UUTBEXUeb7oisYCnjmVSQ6lg,https://www.youtube.com/channel/UCTBEXUeb7oisYCnjmVSQ6lg,http://www.youtube.com/@johnbelleric,"John Belleric
The Legendary VTuber.
Music, Motorcycle, Culinary, Flowers.



",johnbelleric,,1,0,"Action game,Strategy video game,Role playing video game,Video game culture",175142,387,6990,TRUE,UCTBEXUeb7oisYCnjmVSQ6lg
debut stream vtuber,11,02uqYVeM83g,2022-11-09 21:53:49+00:00,Bob Plapon debut | BOB #vector #vectorrp,yuk yang mau sawer bisa di link saweria dibawah SAWERIA : https://saweria.co/Helenaa SOCIABUZZ ...,"0    https://i.ytimg.com/vi/02uqYVeM83g/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,20708,0,"#gta v,viral,gta v,indopriderp,#indoprideroleplay,#viral,#indopriderp,#windahbasudara,windahbasudara,#tampangaming,tampangaming",917,71,0,0,0,20,"Action adventure game,Action game,Role playing video game,Video game culture",2022-11-09 13:51:27+00:00,,,Helenaa,2016-12-07 23:43:31+00:00,ID,UUFsrtQDBuGFHenRdlUPdLiA,https://www.youtube.com/channel/UCFsrtQDBuGFHenRdlUPdLiA,http://www.youtube.com/@helenaa7099,"Hallo penonton , disini streamer kesukaan kalian .",helenaa7099,"Helenaa Gaming,el gta v,anton gta v,anton indopride,anton idp,el indopride,el idp",1,0,"Action adventure game,Role playing video game,Action game,Video game culture,Strategy video game",136354,162,1770,FALSE,UCFsrtQDBuGFHenRdlUPdLiA
debut stream vtuber,6,q_l0Yy9yDHU,2022-12-19 15:36:25+00:00,【 BUKAN DEBUT 】Debut!? Cewek ini mau debut!?!?,Chikachuuu is here! Welcome y'all(つ≧▽≦)つ PREDEBUT YASHHH! Let's have fun here＼(≧▽≦)／   Support Me ...,"0    https://i.ytimg.com/vi/q_l0Yy9yDHU/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,7428,0,,303,63,0,4,0,24,,2022-12-19 13:22:31+00:00,,,Chikachuuu Ch.,2017-08-10 03:18:38+00:00,ID,UUXzloMKhoR6cBnFxpxxhBvA,https://www.youtube.com/channel/UCXzloMKhoR6cBnFxpxxhBvA,http://www.youtube.com/@chikachuuu_05,"CHIKACHUUU!(≧▽≦)

Chikachuuu is here! I'm your fweeenndss nyahooow (❤w❤) i'm choco-coffee lovers so give me a lot of chocolate(*≧ω≦*)🍫
I'm college student yeahhh🤟 but suddenly got dragged to Isekai😱 So yeah, let's just live my life in Isekai(ﾉ◕ヮ◕)ﾉ☕

☆☆☆☆☆☆☆☆☆☆☆☆
Check my SNS :
chikachuuu.carrd.co

☆☆☆☆☆☆☆☆☆☆☆☆
Support me at :
https://trakteer.id/chikachuuu_05

☆☆☆☆☆☆☆☆☆☆☆☆
【Twitter】      : https://twitter.com/chikachuuu_05
【Instagram】: https://www.instagram.com/chikachuuu_05/

",chikachuuu_05,,1,0,"Pop music,Music,Video game culture,Music of Asia",16039,78,1200,TRUE,UCXzloMKhoR6cBnFxpxxhBvA
debut stream vtuber,3,75j6gaJsJF0,2022-12-23 03:24:42+00:00,Freetalk (Stream after debut) // Guerilla Stream,WELCOME RAESYA SQUAD ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈ ｡ﾟ☆: *.☽ .* :☆ﾟ. ｡ﾟ☆: *.☽ .* :☆ﾟ. ｡ﾟ☆: *.☽ .* :☆ﾟ. ｡ﾟ☆: *.☽ .* :☆ﾟ.,"0    https://i.ytimg.com/vi/75j6gaJsJF0/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,8187,1,"#vtuberindonesia,#Vtuber,#Narraesya,#Pustakawan,#Indonesia,#Anovix,#Librarian,#Narraibu",263,44,0,0,0,24,Video game culture,2022-12-22 12:57:34+00:00,,2022-12-22 13:00:00+00:00,Narra Arraesya Ch.,2022-12-07 13:52:58.620727+00:00,ID,UULtachraapigWW4Djz3NL4A,https://www.youtube.com/channel/UCLtachraapigWW4Djz3NL4A,http://www.youtube.com/@narraesya,"Channel Narra dan Epang bersama~ 
Vtuber dari Indonesia.

Yoroshiku!!

",narraesya,,1,0,"Action game,Action adventure game,Role playing video game,Video game culture",73953,256,2890,TRUE,UCLtachraapigWW4Djz3NL4A
debut stream vtuber,1,tmI0-kh6SyI,2022-12-26 17:42:41+00:00,【FREETALK + NOBAR】Nobar Mijo debut and chill di kamar Kimi ~,"Kling Klang, Kimi dayo ~ your animatronic fortune teller that's come alive     your milky way a raven & a black cat 【 Find Me ! 】","0    https://i.ytimg.com/vi/tmI0-kh6SyI/sddefault.jpg
Name: thumbnail_url, dtype: object",,public,14837,1,"#AmanogawaKimi,#Kimintown,#vtuberid,#vtuber",581,67,0,0,0,24,"Casual game,Puzzle video game,Role playing video game,Video game culture",2022-12-26 13:02:51+00:00,,2022-12-26 13:00:00+00:00,Amanogawa Kimi Ch.,2022-04-11 07:41:49.020472+00:00,ID,UU0zJq0klEsr6gs3kdTh4DKg,https://www.youtube.com/channel/UC0zJq0klEsr6gs3kdTh4DKg,http://www.youtube.com/@amanogawakimi,"🔮 Kling Klang, Kimi dayo ~ 
I am an animatronic fortune teller that came alive
Half Raven and half Neko🔮


🔮【 Find Me ! 】
✧ Discord     : https://discord.gg/DM3jVGGjJ7
✧ Twitter      : https://twitter.com/AmanogawaKimi
✧ Twitch       : https://www.twitch.tv/amanogawakimi
✧ Instagram : https://www.instagram.com/amanogawakimi/
✧ Tiktok        : https://www.tiktok.com/@amanogawakimi
",amanogawakimi,"amanogawakimi,vtuber,vtuberID,vtuberindonesia,isekaidkimi,kimi,imik,amanogawa",1,0,"Action game,Action adventure game,Role playing video game,Video game culture",667590,486,15000,TRUE,UC0zJq0klEsr6gs3kdTh4DKg
debut stream vtuber,5,R_uNB-73TU0,2022-12-28 00:53:22+00:00,Re-debut stream+free talk!!,"ᴴⁱⁱ,ᵐᵃᵏᵃˢⁱʰ ᵘᵈᵃʰ ᴰᵃᵗᵉⁿᵍ ᵈⁱˡⁱᵛᵉ ˢᵗʳᵉᵃᵐ ᵏᵘ. ᴱⁿʲᵒʸ! ᴸⁱⁿᵏ ᵗʳᵃᵏᵗᵉᵉʳ ...","0    https://i.ytimg.com/vi/R_uNB-73TU0/sddefault.jpg
Name: thumbnail_url, dtype: object",en,public,2832,0,,104,15,0,3,0,22,Video game culture,2022-12-27 11:58:56+00:00,,,Yuchee,2022-06-29 01:09:03.622786+00:00,ID,UUJsNRo0qpBbWgdEPzAfPZng,https://www.youtube.com/channel/UCJsNRo0qpBbWgdEPzAfPZng,http://www.youtube.com/@Yuche_mizh,,yuche_mizh,,1,0,Video game culture,488,4,132,TRUE,UCJsNRo0qpBbWgdEPzAfPZng
debut stream vtuber,5,r5tmGgbeTO8,2023-01-02 01:40:35+00:00,Donation Reading! Ditabung selama debut sampai tahun barui ini :D!!!,Hello! Letto Here Welcome to the stream! Discord Vili: https://discord.gg/GdV6UVWz #Lettorare #Lettopost #Artlenka #Lettogo ...,"0    https://i.ytimg.com/vi/r5tmGgbeTO8/sddefault.jpg
Name: thumbnail_url, dtype: object",id,public,5880,0,"Lettogo,Letto Allenka,Live Stream,vilitera,game,vtuber,gamers,live,streams,gaming,lettorare,role,playing,games,rpg,rpg games,hobbies,bermain,bermain game,vtuber indonesia,indonesia,vtuberid,vtuber en,vtuberEn,vtuber english,vtuberID,MMORPG,Japan,English,Roleplaying,storytelling,story,telling,ps2,ps1,ps3,pc game,player,computer,player computer,song,karaoke,viral,Vtuber Live Streams,letto,allenka,id,en,drawing,drawing live stream,vtuber drawing,pentab,digital paint",65,15,0,2,0,22,Video game culture,2023-01-01 11:57:08+00:00,,2023-01-01 12:00:00+00:00,Letto Allenka Ch. VILITERA-ID,2022-01-01 04:51:41.708732+00:00,ID,UUhJY-3LOgt37f28WrUaKgkA,https://www.youtube.com/channel/UChJY-3LOgt37f28WrUaKgkA,http://www.youtube.com/@LettoAllenkaChVILITERAID,"
EN/ID Ok!
Hello ! Letto Here
Welcome to Letto's Room!

Support Letto!
 • https://trakteer.id/lettoallenka

Social Media
Discord server :
• FB : https://www.facebook.com/profile.php?id=100076605552234
• Twitter : https://twitter.com/LettoVILITERA
• TikTok: @lettovltr
• Twitch: @lettoallenka

Lainnya :

©️ VILITERA
Contact Business : vilitera.id@gmail.com
• Facebook : https://www.facebook.com/vilitera​​
• Twitter      : https://twitter.com/vilitera​​
• Youtube    : https://www.youtube.com/c/VILITERA

Special thanks to our official sponsors!
• Naderu : https://www.facebook.com/naderuw​​
",lettoallenkachviliteraid,"Letto Allenka,Vilitera,Vilitera gen-2,Vtuber,Vtuber ID,Vtuber EN,Letto Vtuber,Allenka Vtuber,Letto Allenka Vilitera,Letto Allenka Vilitera Gen2,letto allenka,vilitera,gen2,viliteragen2,vtuber,vtuberid,vtuberen,vtuber id,vtuber en,gaming,letto allenka vtuber id,letto allenka vtuber en,letto allenka vilitera,letto,allenka,Letto,Allenka,vilitera,gen,2,Letto Allenka ch,Letto Vilitera",1,0,"Action adventure game,Role playing video game,Video game culture,Action game",22916,137,1090,TRUE,UChJY-3LOgt37f28WrUaKgkA
